id_str,text,"Related MeToo?
1. Yes
2. No","Stance?
1. Support
2. Against/Critical
3. Question

Blank if uncertain","Harassment Category
A. patronizing
B. unwanted sexual attention
C. predatory
D. not enough context

Blank if uncertain"
919936283182383104,"It is really sad, how many #MeToo ’s. (Then, still can’t get over. #HarveyWeinstein ’s destroyed: good. Check. But we elected the other guy.) pic.twitter.com/oEimFippMS",1,1,
919963558359728130,"#metoo Don't want to share the details, but yes, me too.",1,1,D
920341412784193536,@Alyssa_Milano There are few women I know to whom this wouldn't apply – it's almost as though saying #MeToo is syno… https://t.co/aw0NOWKqmS,1,1,
919980521039548416,#metoo,1,1,D
919943980300738561,#metoo,1,1,D
921442253226332161,What is our culture? Surprised at the #MeToo social media tidal wave? #ChampionRespectEndAbuse #AASP2017 @JFKU_SportPsych #RhodHouse pic.twitter.com/kdkS9jWghr,1,1,
922538142619656192,You are not alone. #metoo #nomoredisrespect https://www. theodysseyonline.com/the-importance -saying-too …,1,1,
923907697614958593,"@IvankaTrump : Yeah, he does that"" @realDonaldTrump is a sexual predator. #trumpisasexualpredator #metoo https:// twitter.com/TomWellborn/st atus/919967171681193984 …""",1,1,
920003516365668357,#MeToo,1,1,D
920103900451090432,#MeToo,1,1,D
919940517479059457,Some of us don't even know how to speak No at that age #MeToo,1,1,C
919936766659977218,#MeToo #WomensMarch like in the wild they prey on the struggeling bcuz they are not good enough to catch the leader in a fair manner.,1,,
923240560701444096,Small amount of men (wait till the taboo is lifted) large amount of woman #metoo,1,1,
9.20897E+17,"when the porn monster took a break, the salad man would ask me repeatedly if I I had been a good girl before giving me my salad #metoo",1,1,A
923766502347612160,The untold #metoo stories: The Sex Offender Registry Leaves Female Sex Offenders Open to Abuse & Harassment - @VICE https://www. vice.com/en_us/article/ vb75m9/the-sex-offender-registry-leaves-female-sex-offenders-open-to-abuse …,1,1,
919980207041327104,"9YO: Assaulted by older, minor relative. #MeToo",1,1,C
922127134830641152,"#MeToo #empowermenthour #mentoo women to play soft roles as counsellor, Befrienders. Volunteer themselves. Jobs intro via personal contacts.",2,,
920007937493491712,A man wouldn't leave me alone until my male friend asked him too. Because obviously the opinion of a woman meant nothing to him #MeToo https:// twitter.com/kat_elizabeth5 8/status/919990349816369152 …,1,1,A
921240810317688832,"If you don't like seeing all of the #MeToo posts, then do something to change things. I didn't like having a reason to post a #MeToo ....",1,1,D
924069564702478336,TBH this is the policy of most men and orgs. #MeToo https:// twitter.com/elisefoley/sta tus/923985272718745600 …,1,,
921327663356166144,Contributing Op-Ed Writer: The Raw Power of #MeToo http:// dlvr.it/Pwgyk8 pic.twitter.com/f1Y7iEfrHd,1,,
920177493046382592,#PakvsSL #MeToo #IshaqDar #SAVBAN #LiaquatAliKhan Babar Azam Shadab Tharanga Finance Minister World Bank https:// twitter.com/MinhajBooks/st atus/919831691136503808 …,2,,
920186117688823808,"It can always be someone you hold close in your heart, not just a sketchy person in the ally #MeToo",1,1,D
923123260652425218,"Half of women sexually harassed at work, says #BBC survey. http://www. bbc.co.uk/news/uk-417416 15 … #MeToo",1,1,A
921822869990014976,@BillOReilly is a sexist @FoxNews is epitome of #Hypocrisy @FoxNews is #sexist and #fake #MeToo #fu https:// twitter.com/matthewjdowd/s tatus/921810499326693377 …,1,1,
923776406882017280,A #MeToo Moment for the European Parliament via @NYTimes https://www. nytimes.com/2017/10/25/wor ld/europe/european-parliament-weinstein-harassment.html …,1,1,
920839262160998401,sexual assault happens to many of those around you even through strong faces and underneath your eyes #metoo one day I’ll share,1,1,D
920357717662949376,Don't tell us you care because you have daughters. Tell us you have sons and are teaching them respect. #MeToo,1,1,
920135911496650752,"#MeToo teaching my boys no means no, and no answer ar all is still no. Boys need to know how to be respectful men.",1,1,
920013766586068992,"#metoo age 6 to 8. Often angry, often think of suicide. Always feel alienated.",1,1,C
920105894721056770,#MeToo It can be something as small as feeling too scared out to walk to my car by myself We need to stop pretending this isn't a problem,1,1,
920152213850243072,"For every time I was groped, touched and harassed without warrant. For my mom. For women everywhere. #MeToo",1,1,C
920851582140510209,Nothing validates women feeling the need to publicly disclose their sexual assaults like men using #metoo in their jokey trivia teams names.,1,1,
921372211201572864,"Perhaps the curse of Eve is a call to action, to fight against oppression of women. Reading Genesis during #MeToo : http:// forward.com/life/faith/385 625/and-he-shall-rule-over-you-the-genesis-of-metoo/ … pic.twitter.com/Fq4Rcb4Y5Y",1,1,
919924644697788421,Women victimized by sexual assault are uniting on Twitter with #MeToo http:// bit.ly/2goZX2Z pic.twitter.com/jN1A4Ys5b5,1,1,
920640585236484096,Me too. #MeToo #metoomen #Metoomovement,1,1,D
920029657482788866,#MeToo,1,1,D
920078484667482113,My husband didn't know about all the unwanted sexual advances. I never thought to tell him. It was just normal. #metoo,1,1,D
919821344140701696,I believe you. #MeToo .,1,1,
924775747159515136,"Breaking news: In the absence of action, Theresa May to announce sexual harassment means sexual harassment"" any minute now. #MeToo""",1,1,
920394981822435328,#metoo when a divorced dad sloppily gave me a drunken kiss when he liked my Halloween costume.,1,1,C
919914501205569537,"always felt lucky..but #METOO guy ramming himself against me on the tube, another jerking off for me, uncle's hands on my tits..etc etc",1,1,C
920625235078115328,#MeToo . On my bus just now. Men twice my size sitting at the back of a bus proclaiming what they’d do to my body given the chance.,1,1,B
919820807836073989,i was molested when i was 13. for a long time my parents made me believe it was my fault. it's not your fault #MeToo,1,1,C
919961657719345153,#metoo and it is truly wrong that it happens everyday to nearly everyone.,1,1,
919929757676003331,"Range of indignities, petty violence, traumatic assaults & life-threatening/ending events inflicted upon us by patriarchy is endless #MeToo",1,1,
923238568906149888,"A #MeToo Moment for the European Parliament"" by MILAN SCHREUER via NYT http:// ift.tt/2zEkd4S pic.twitter.com/LGHUV8z5zc""",1,,
919833596747272192,"#MeToo first time I went to a Gay club, guy stuck his hand down inside my pants and groped me",1,1,C
920166700871434240,"Sexual assault esp to young girls (as often is) damaging beyond belief. Depression, trauma, disorders not far from… https://t.co/ehTsK1IKAm",1,1,
920046106742083589,Insisted on a “blowie” for his trouble. got exasperated when I refused & tried to push my head down. I got out of the car and ran #MeToo /2,1,1,C
920019232313704448,"Sexual harassment has many faces & maleness is its core in many cases Educate your kids well, don't let them become bullies/harassers #metoo",1,1,
920031741410271234,#metoo https://www. instagram.com/p/BaUr2yVlj4Q/,1,1,D
920287155167158284,I hope victims are not sharing these stories out of media pressure .. it’s their journey and should tell their stories on their time #MeToo,1,1,
919856872789889024,Me too top living long enough and also #metoo https:// twitter.com/hellolanemoore /status/919774438912126978 …,1,1,
919963944143507456,I have spent years shoving it all down. Accepting what I thought I was worth... which wasn't much. Gowns of shame. Self-loathing. #metoo,1,1,D
921043662796189696,#metoo,1,1,D
920067872176594944,#MeToo,1,1,D
921186992087384064,Standing in line just now. Just checking out groceries. Being extremely forwardly hit on by the angriest guy ever. Everyday is #metoo,1,1,A
920076077212499968,"I have always known I wasn't alone in my story, but the #metoo movement made me feel it for the first time ever.",1,1,D
919948374681489409,"#MeToo ...on the set of a TV show, early in my career. #makeitstop",1,1,D
919882544895717376,#MeToo #StandTogether,1,1,D
920742884495777792,#MeToo pic.twitter.com/tcfYbytjkh,1,1,D
924144533490753536,"Revolutionary thought, appears to be true But here #women have freedom to hurt torture abuse men and go scot free #498A #FakeCases #MeToo https:// twitter.com/iameinstein/st atus/839707738959654912 …",1,2,
921177489468284931,"#Take2StepsForward if you've never had to change what you wear, say, or do to prevent sexual assault. #MeToo https:// youtu.be/is8Loan8ODw",1,1,
919939928980680706,#metoo,1,1,D
919921633061691392,I cannot recall how many times I've been sexually harrassed at live music events. I started going to gigs aged 13. #MeToo,1,1,C
920705311262040064,#MeToo,1,1,D
920416314484842496,#MeToo,1,1,D
921095291209768961,Is this the 5th wave? #metoo #feminism,1,1,
921073861495533568,Both Megan and Rosie have shared their thoughts this week on #metoo . Here's Megan's: Me Too (part two) http://www. trulymadlykids.co.uk/me-too-2/,1,1,
921362803805495296,#MeToo,1,1,D
920336232609124353,"#MeToo #SexualAbuse This seems a bit harsh, considering. No doubt some used the hashtag for attn. but it’s scarce. https:// youtu.be/VYkEyj9CSXA",1,2,
920386792909447168,when you see your baby sis posting #metoo and really REALLY need to go HULKRAGE on the world ><,1,1,
920035497816322048,It’s sickening that women have to make a fucking hashtag for people to realize how serious rape/sexual assault has gotten. #MeToo,1,1,
920100510719528960,"When hearing his name makes you mad, hurt, confused, sad, sick to your stomach. #metoo .",1,1,D
920013588194037762,#MeToo,1,1,D
925018814915497984,#metoo #Spandex wow #Sacramento pic.twitter.com/87Z8hiDpYW,2,,
921090311132205057,NEW POST ALERT! An open letter to my rapist... #metoo http:// beautifulmessedupminds.com/2017/10/19/an- open-letter-to-my-rapist/ … pic.twitter.com/F9hJhKtaN7,1,1,C
920404060943007744,for those whose abusers ended their lives... #metoo,1,1,D
920107254849949696,#MeToo,1,1,D
920427809327247360,"In '90's, my boss @HarrisCorp gave inappropriate/unsolicited shoulder massages. A VP complained. Boss retaliated&still kept job. #MeToo",1,1,A
920037393180348416,#MeToo,1,1,D
919920286518206465,Italian women's #MeToo us under #quellavoltache hashtag https:// twitter.com/Giulia_B/statu s/919526516547031040 …,1,1,
920781545140641792,Unfortunately it's something that a lot of us go through and are told to be silent. I will not stand in silence any longer. #MeToo https:// twitter.com/DanaSchwartzzz /status/920708188823085056 …,1,1,D
923627314415636480,"Watch now on @Facebook as I discuss  #MeToo "" https://www. facebook.com/marklevine6/vi deos/vb.629885451/10155898566465452/?type=2&video_source=user_video_tab … …. Share your thoughts at 888-488-MARK""",1,,
920042254315769856,"#MeToo Thanks @Alyssa_Milano for setting up the #MeToo hashtag to show how many women, like myself, have also dealt w sexual harassment.++",1,1,D
919972622032605184,"If #metoo hashtag goes big, think (and hope) it could have a big impact on getting those who don't think about sexual harassment to do so",1,1,
919880876464463872,"Every woman has a story. Remember, you’re not alone. #metoo",1,1,
921763023261351936,Also note that she doesn't qualify for #MeToo,1,,
921117351898173440,#MeToo : What Happens When Women Speak Up About Sexual Assault and Harassment #care2 http://www. care2.com/causes/metoo-w hat-happens-when-women-speak-up-about-sexual-assault-and-harassment.html …,1,1,
920060201591627776,#MeToo did something revolutionary https://www. theatlantic.com/entertainment/ archive/2017/10/the-movement-of-metoo/542979/?utm_source=twb …,1,1,
922254429570650113,"Isn't it ironic how people are so into #metoo , but when someone grabs Harry's crotch it's ok to sexually assault someone? #RespectHarry",1,2,C
921716477220270080,Male silence after #MeToo is teaching algorithms what being a man means https:// qz.com/1107577 via @qz,1,1,
920417044310450181,Happy people are talking about this but is it just me or does this feel less meaningful because our president is a sexual predator? #metoo,1,3,
920133368519503872,"#metoo a daily reminder to all: if someone confides in you, there's a reason. If you're their friend be there for them.",1,1,
920694019566444544,"It's not just about perverts and monsters"" - it's also the ""good guys"" you know who normalise this behaviour and/or watch it happen. #metoo pic.twitter.com/ImVShA6BB3""",1,1,
922259185030586368,#MeToo ! https:// twitter.com/drdonnica/stat us/919682305630920711 …,1,1,D
920225954907246592,In school. At university. Walking down the street. #metoo #fb,1,1,D
919988415596072962,#MeToo . https:// twitter.com/Alyssa_Milano/ status/919659438700670976 …,1,1,D
919903130409676800,"#MeToo and dammit, it's tiresome.",1,1,D
919917340543864832,"So, #MeToo - but what woman hasn’t? Shout out to all the others who can also say #MeToo , not just the women..",1,1,D
919966690267426816,#metoo,1,1,D
920683611225055232,@StirUni @alwaystheself #METOO Happened to me in the workplace at a Scottish University. A power thing again and me on short term contract. Lost my job because of it. He was promoted.,1,1,A
920320947537825792,Many ways and it does come back at one time and may lower your self esteem. Just know people are out there who care. Stay strong #MeToo,1,1,
919953524011732992,I liked a @YouTube video http:// youtu.be/gzRBxXMF9ME?a #MeToo : Twitter flooded with personal stories of assault,1,1,
924206643000303617,#MeToo Facts&Figures for The Netherlands Thanks to @statistiekcbs #StatisticsNetherlands pic.twitter.com/LRojxx8ivA,1,,
921449390803505152,All Sexual Abuse Stories Count As #METOO – The Omnivore – Medium https:// medium.com/the-omnivore/a ll-sexual-abuse-stories-count-as-metoo-dc3f4ae095af …,1,1,
920399763656364032,@Corey_Feldman #MeToo Thank you for never giving up!,1,1,
919960538909696002,#MeToo,1,1,D
920123130177208320,Benjamin Law is one of the world's good humans. Be like Benjamin. #MeToo https:// twitter.com/mrbenjaminlaw/ status/920035522260512768 …,1,1,
924130068313632768,I just hope #metoo doesn't go by the wayside we remember the stories we see,1,1,
920731034110562305,"#MeToo ~ you're all so brave to share stories, change needs to happen.",1,1,
920298906407395328,"#MeToo — Thank you, @TaranaBurke for starting 'Me too', and @Alyssa_Milano for using your platform, too.",1,1,
919924915234656256,MeToo,1,1,D
920432844731813890,#MeToo,1,1,D
920942370874572800,#metoo,1,1,D
919998368583217153,#MeToo pic.twitter.com/9JJvgm3YLl,1,1,D
920101556149784577,#MeToo thought it wasn't...and then I remembered...the worst part of this violence is that they make us forget and feel guilty.,1,1,D
921688538483167232,Corbella: Harvey Weinstein story has many of us saying MeToo http:// ebx.sh/2yJoLcZ,1,1,
920637981525987329,"Me too. If all the people who have been sexually harassed or assaulted wrote #MeToo as a status, we might give... http:// fb.me/3a3vwxApM",1,1,
919967349016588288,"For every single #MeToo out there today, there is a corresponding #ItWasMe . Remember that. #HarrassmentEndsWithMen #AssaultEndsWithMen",1,1,
919867538598694913,#MeToo :(,1,1,D
920112834855493632,Even once is one time too many #MeToo,1,1,
922959785577865217,Why We Can't Let #MeToo Just Be A Social Media Trend https:// goo.gl/JktKBT pic.twitter.com/whZIoGMOa1,1,1,
919938078378209281,"i think seeing the magnitude of the issue is important, but one #metoo should be too many",1,1,
919999628573118464,#metoo . https:// twitter.com/sydneyellen111 9/status/919717365121732608 …,1,1,D
920048538167468034,#MeToo,1,1,D
920249054524772357,"To all the women who have had the courage to write  #metoo ."" we see you. we believe you. we support you. We support women and men""",1,1,
920702886434279432,#MeToo,1,1,D
920191896001036288,"Yep I supported HRC, but fully acknowledge that your #MeToo happened. You didn't deserve what happened.",1,1,
920163077013757952,#MeToo https:// twitter.com/Alyssa_Milano/ status/919659438700670976 …,1,1,
921508770018201604,#metoo .,1,1,
919987435802714113,Sociopathic & Narcissistic Abuse is predatory behavior that terrorizes its targets. #MeToo,1,1,
920393228301377536,"#metoo  She was very forward and I felt some guilt regarding her grabbing my crotch.   I think she thought if she was more forward, I'd cave",1,1,C
919972956440231936,"Abused as a little girl, raped at 18. Punished myself for decades until it almost killed me. Speaking up and self- #love ended shame. #MeToo pic.twitter.com/3iTDVH4PdH",1,1,C
920163230806261760,"Nobody knows when, nobody knows why, nobody knows who, nobody needs to know just know. #MeToo",1,1,
919981707670978560,Sorry to hear this Rajini I just hope you've been able to get over this although you'll never forget. Take care #metoo,1,1,D
920335127154176001,#Metoo,1,1,D
920946660980731904,I kinda considered for a while which story I should share for #MeToo . The first I remember? Those hilarious-if-you're-cynical-enough ones?,1,1,D
920739624804278272,It doesn’t have to be just men who hear the #metoo stories. #Ihearyou everyone. Sexual assault is universal.,1,1,
919871266018021376,#metoo,1,1,D
919866630867488768,"PLEASE make sure to be especially kind with each other and those being assaulted by mean ppl,mute,block,whatever,erase it from being #MeToo",1,1,
919829596505300992,Ways to be best in each and everything you do Click here https:// goo.gl/DvqJMc #giveyOURbest #selfimprovement #MeToo #ThisTeam #AskOpinion,2,,
920141029759770624,Harassment & abuse aren’t only sexual; secondary status as a female in corporate culture is something we all fight daily #MeToo,1,1,A
920785182973718528,"Brother, uncle, man who exposed himself to me at bus stop when 11 & several men at work. We were expected to put up with it in 70s #MeToo",1,1,C
921136844976349184,hey. Making #MeToo jokes and memes isn’t funny. It’s disgusting. This has been a PSA.,1,1,
920375857436413953,For everyone who wants to say #MeToo but doesn't feel comfortable yet for a thousand different reasons we'll say it for you again & again.,1,1,
919958251487109122,"#MeToo If you've been sexually harassed/assaulted post Me too"" Show the magnitude of the problem""",1,1,
920126681918201856,"That feel when this #MeToo thing is something I want to partake in, but that requires me posting within earshot of step-mother. 8)))",1,1,
920116759205523463,You are not alone. #metoo,1,1,D
920715467366567945,"The Problem with #MeToo and Viral Outrage"" | Backchannel https://www. wired.com/story/the-prob lem-with-me-too-and-viral-outrage/?mbid=social_twitter_onsiteshare … via @backchnnl""",1,2,
920362973444554752,THIS. Do what is best for you. Take care of yourself. And try not feel bad about whatever your decision you make. #MeToo https:// twitter.com/TheJHF/status/ 920311866286661633 …,1,1,
920126286844121088,"For every #metoo there is an ""I did it"". #metoo is a reality for women. #metoo is a result of rape culture. pic.twitter.com/xtfnCyLean""",1,1,
923719735715516418,What did john heillmann know & when did he know it? @AP @jheil ☚☚☚ @MarkHalperin #MSNBC #MeToo,2,,
921570154093338624,"GLOBAL TRANSFORMATIONs FAILURE,International Anti-Corruption Conference FAILURE,fail2stop ANIMALS &pets TRAFFICKING!! #MeToo",2,,
920281661639745538,#Metoo,1,1,D
919948265210204161,#MeToo Me. Fucking. Too.,1,1,D
920673272349458433,#MeToo pic.twitter.com/Y9COXLSEPC,1,1,D
920427225954111490,Seeing people mock others doing #metoo is the actual reason people never come out about being assaulted & why people aren’t ever charged,1,1,
919909106051436544,#metoo,1,1,D
920173512232394753,So true. #MeToo #Russia #StillWithHer #ImWitHer #MAGA #HarveyWeinstein pic.twitter.com/zpSFSPlDEb,2,,
919972313516380160,We must make sure our children fully understand what #SexualConsent means https://www. youtube.com/watch?v=pZwvrx VavnQ … … … #SexualConsent #NoMeansNo #MeToo,1,1,
921667154130472960,Sorry honey. #MeToo so my brother taught me some skills to throw down and get away. I highly recommend it.,1,1,
920077018649255939,I hope all these #metoo posts haunt you,1,1,
923386004672794624,#MeToo,1,1,D
920269200970731521,#MeToo,1,1,D
921361343114022913,#MeToo #HowIWillChange #dontgetup #slidestories pic.twitter.com/BYkKNpCnyG,2,,
920317933913378816,#metoo it’s sadly too common and not isolated to the entertainment industry.,1,1,D
919983212365074433,"Love you @KatieKatCubs ...and yes, #MeToo",1,1,D
920299355675996160,Excellent column by @CaseyBlakeACT on the #metoo movement. http:// avlne.ws/2ig8V35,1,1,
921134050206781441,Canada's own #Weinstein Adam Giambrone now runs NYC SUBWAY. He had sex on his Toronto City Hall office couch! @NYCMayor #MeToo #USA #cdnpoli,1,1,
921414789255004160,All my love and respect Jeltsje. You always inspire me by how courageous and beautiful you are. #MeToo http:// flows.hypotheses.org/720,1,1,D
919939481133834241,#MeToo,1,1,D
924212000015732736,"Can't forgive, but I respect the way he's approaching it. If more women were in power, sexual harassment would be less of an issue. #MeToo https:// twitter.com/MarkHalperin/s tatus/924041600195538944 …",1,1,
922461773730590720,#MeToo,1,1,D
921364897186897921,When I shared my #MeToo statement nearly all of the encounters I have ever experienced have resulted from my... http:// fb.me/1XZ5jw2hO,1,1,D
920287649658580993,Hahahahaaaaa men who take every #metoo post as a personal attack *points and laughs*,1,1,
919920960450334720,#metoo,1,1,D
919921741975109633,#metoo Can’t believe we still have to prove the magnitude of this.,1,1,
921812345646493696,When #MeToo becomes #NotYou https:// toysoldier.wordpress.com/2017/10/21/whe n-metoo-becomes-notyou/ …,1,1,
922183660379439106,"So if like me, you’ve been saying #MeToo since the first time it happened, and this week has been hard, I love you.",1,1,
919890022479867904,#MeToo,1,1,D
919983821700915202,#MeToo,1,1,D
921843485505937410,"Lots of support for #MeToo , but no names of other Hollywood abusers besides Weinstein. Why? He can't be the only one.",1,3,
923353306709229569,"EVERYONE, please remember to watch or record Ms Judd on @GMA , World News with @DavidMuir her full interview on @Nightline 10/26. #MeToo https:// twitter.com/AshleyJudd/sta tus/922601255230373891 …",2,,
919907976928026625,#MeToo https:// twitter.com/alyssa_milano/ status/919659438700670976 …,1,1,D
919865036851548160,"Me too. The magnitude of the problem is wider than you can imagine. Complex, subtle and highly subjective. #metoo",1,1,
920343000231940097,Q4. See #metoo trending everywhere. Removing pleasure makes sex about power - who has it and who doesn’t. #SexEdChat,1,,
921163556787228672,#metoo shouldn't be pressure to perform yr hurts; for some people chance to vent is healthy & good for them but yes it needs to push change,1,1,
920091050982739969,#metoo,1,1,D
919895085378166784,#MeToo,1,1,D
921929558978375680,#help #metoo,1,1,D
924072826860130304,My most liked tweet was a response to #metoo . Seems like a long time ago. I still am thinking about it.,1,1,D
922375404207218688,I am extremely grateful to my boss who believed me without question and took immediate action. There are good men! #MeToo,1,1,A
920744896952139777,Reminder that women put up with the worst & deserve the best We didn't ask/dress for this but we fight through every single day #MeToo,1,1,
920291826963271680,"If you've seen #MeToo pop up on your news feed this week, here's why. Remember that no one is under any... http:// fb.me/2iH34zdnk",1,1,
919908852824408065,I had a teacher that used to suck my cock. It was awful. #MeToo,1,1,C
920198725573767169,#metoo ...,1,1,D
920284550307004418,At age 16... #MeToo,1,1,C
919921438882222080,#metoo,1,1,D
920762660446187520,#MeToo,1,1,D
919903765033037824,#MeToo pic.twitter.com/Ib7blqyyXg,1,1,D
920323768186212352,"#MeToo I didn't want to be seen as attractive, it was a burden. Wished I was wanted for my inner me first and foremost.",1,1,D
921875747509325824,The latest The FyeBye Daily! https:// paper.li/FyeBye/1345244 910?edition_id=ae35a810-b6b4-11e7-8999-0cc47a0d1609 … #metoo #rupaul,2,,
920361009784729601,"Nobody was forced to disclose anything more than #metoo , @KateMaltby . It's not about details, it's about occurrences. Come ON.",1,1,
922577434762981377,FYI: #metoo,1,1,D
920037450017333251,"Alright, #MeToo . I was *not* raped and I am fine; I'm not scared and it didn't change me. It was by far not as bad as some stories here, BUT",1,1,
919906882462126080,1 in 3 girls 1 in 5 boys Are sexually assaulted before the age of 18. Not talking about it doesn't prevent it. Educate & believe kids #MeToo,1,1,
921818076433272835,The latest V.I.C. COMMUNITY NEWz! https:// paper.li/viclgbtbiz/142 6357171?edition_id=aaf8b310-b694-11e7-b291-0cc47a0d164b … #respectawards #metoo,2,,
919957403067736065,"“Want more women in journalism? Get predators out of our way. #MeToo http:// bit.ly/2ymcQC4""",1,1,
920083676066664448,#METOO,1,1,D
920810420163690496,"At 15 I got my first job @ChuckECheeses . 2 managers groped me. 1 unlocked the changing room,turned light off as I was changing. #MeToo",1,1,C
920076172737818625,Not all that writers write is experienced. Unfortunately some things are #MeToo http:// suenammirichardsromance.blogspot.com/2017/10/when-y ou-finally-realize-excerpt-from.html?m=1 …,2,,
922078932379340800,Tarana Burke FOUNDED the #metoo movement. Let’s NOT forget that... #honorwherehonorsdue https://www. instagram.com/p/BajOz5wj4AT/,1,,
920052022442844160,"#MeToo 4-5, 12-13, 15, 35, 38. The ages I was sexually abused. The worst"". Forced into my van and raped at gun point. #NotAlone #BeKind""",1,1,C
920070390881406983,#Metoo I told my story today .. first time ever ... it took me 30 years but because of this I told my story!,1,1,D
919907702356267010,#metoo,1,1,D
920061744969584646,"I unfortunately am in no way shocked by the amount of women who have been victims, I sadly am shocked when I meet someone who hasnt #MeToo",1,1,
920117222424633345,"Took a Twitter break yesterday, but now, yes, #MeToo . College professor, others. Thirty years on and I still worry it's my fault.",1,1,C
920649543561220102,"If I didn't work with people whose behavior I find reprehensible, I wouldn't have a career."" #MeToo http://www. hollywoodreporter.com/news/greys-ana tomy-showrunner-harassment-hollywood-not-just-harvey-guest-column-1049309 …""",1,1,
920025433684488194,#MeToo,1,1,D
920323954396446720,Gross. This is precisely why the #metoo campaign is so far reaching.,1,2,
919886002491154432,"Just about every woman has experienced sexual harassment, assault or worse on multiple occasions throughout their life #MeToo",1,1,
924067680071700480,HELLO COBBERS!! Join @ItsOnUsCobbers for the #MeToo Dialogue next friday in ISC 301 during community time pic.twitter.com/wa579VmUdU,1,,
919900531577024515,#RT @BBCNews : RT @VictoriaLIVE : 'I was sacked after refusing to sleep with someone' #MeToo http://www. bbc.co.uk/news/entertain ment-arts-41633726#…,1,1,C
920259379680632834,#MeToo Corporate- #MSM knew... #Hollywood knew... The #Clintons knew... #Collaborators #HarveyWeinstein https:// theintercept.com/2016/10/07/har vey-weinstein-urged-clinton-campaign-to-silence-sanderss-black-lives-matter-message/ …,1,,
920037833091543042,Everyone should check out #metoo to understand the magnitude of sexual assault.,1,1,
919956366244106241,"#MeToo ...and this doesn't even count all the times a boy physically hurt me, because he likes you""....""",1,1,C
923555870184796160,"CN: sexual harassment, sexual violence Practicing Self-Care in the Wake of the #MeToo Movement https:// advice.shinetext.com/articles/refle ctions-on-the-metoo-movement-and-some-tips-for-self-care/ … via @ShineText",1,1,
920024034611466243,"If someone you know posts #metoo don't just see it and forget. Let them know they're heard, listen, talk and allow them to own their truth. What an empowering movement.",1,1,
919948896356438016,#MeToo,1,1,D
921604316774977537,#pervgate #creeplife #exposethemall #metoo #ROT http://www. youtube.com/watch?v=0_Sci4 FvXH4 …,1,1,
921565523003035648,"AKA 2am in Sachsenhausen, Frankfurt, Germany."" Don't ever ask how I know this. [shudders] The horror...the horror. #metoo""",2,,
920087619396128768,"I'm not ready to tell my story yet. Until I am, I'll just say this: #MeToo",1,1,D
